variables="x/c","y/c","u/Uinf","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
1.200971961E+00,1.633295566E-01,1.078633189E+00,-1.057982892E-01,1.125344075E-03,1.779402839E-03,-5.133157247E-04
1.200971961E+00,1.585594118E-01,1.075299621E+00,-1.056048274E-01,1.083143405E-03,2.099200618E-03,-6.273873150E-04
1.200971961E+00,1.537892818E-01,1.071204185E+00,-1.072265059E-01,1.487789443E-03,2.584115835E-03,-1.012512948E-03
1.200971961E+00,1.490191370E-01,1.065318704E+00,-1.100358963E-01,1.826185267E-03,3.056871239E-03,-1.267235843E-03
1.200971961E+00,1.442489922E-01,1.057388663E+00,-1.093525141E-01,2.008125186E-03,3.766436363E-03,-1.419063425E-03
1.200971961E+00,1.394788623E-01,1.050877929E+00,-1.103506982E-01,2.389495261E-03,4.152588546E-03,-1.527759945E-03
1.200971961E+00,1.347087175E-01,1.040871143E+00,-1.131562665E-01,2.842595801E-03,4.204622470E-03,-1.489170245E-03
1.200971961E+00,1.299385726E-01,1.028360486E+00,-1.152864769E-01,3.576392541E-03,4.374773707E-03,-1.583558624E-03
1.200971961E+00,1.251684427E-01,1.013682365E+00,-1.138041317E-01,4.790744279E-03,5.005516578E-03,-1.894582063E-03
1.200971961E+00,1.203983054E-01,9.943575263E-01,-1.146527976E-01,6.305286195E-03,6.232929416E-03,-2.502467483E-03
1.200971961E+00,1.156281680E-01,9.718243480E-01,-1.188031808E-01,7.995230146E-03,6.910146214E-03,-2.772357780E-03
1.200971961E+00,1.108580306E-01,9.486503601E-01,-1.205153167E-01,1.064587943E-02,7.318376563E-03,-2.944847103E-03
1.200971961E+00,1.060878858E-01,9.240934253E-01,-1.185858324E-01,1.490943413E-02,8.900982328E-03,-4.682679195E-03
1.200971961E+00,1.013177484E-01,8.941108584E-01,-1.187664121E-01,2.020177990E-02,1.087588910E-02,-7.009163033E-03
1.200971961E+00,9.654761106E-02,8.644430637E-01,-1.202046499E-01,2.615384758E-02,1.159475185E-02,-8.752333000E-03
1.200971961E+00,9.177747369E-02,8.337851763E-01,-1.199101955E-01,3.073405661E-02,1.211363450E-02,-9.923271835E-03
1.200971961E+00,8.700732887E-02,8.010106087E-01,-1.161469892E-01,3.370372206E-02,1.460933685E-02,-1.124277990E-02
1.200971961E+00,8.223719895E-02,7.596666813E-01,-1.122401133E-01,3.812495247E-02,1.765974239E-02,-1.333372388E-02
1.200971961E+00,7.727624476E-02,7.153179646E-01,-1.114889607E-01,3.985138610E-02,1.923727617E-02,-1.456227619E-02
1.200971961E+00,7.250610739E-02,6.774325371E-01,-1.105032340E-01,4.079477862E-02,1.953741908E-02,-1.508961897E-02
1.200971961E+00,6.773597002E-02,6.350581646E-01,-1.045126840E-01,4.428893700E-02,2.058673091E-02,-1.646905020E-02
1.200971961E+00,6.296583265E-02,5.932688117E-01,-9.793451428E-02,4.738476872E-02,2.328133956E-02,-1.839291863E-02
1.200971961E+00,5.819569528E-02,5.550708175E-01,-9.315332025E-02,4.822205752E-02,2.540447004E-02,-1.896053925E-02
1.200971961E+00,5.342555791E-02,5.176381469E-01,-9.328525513E-02,4.846328124E-02,2.697069943E-02,-1.922572963E-02
1.200971961E+00,4.865541309E-02,4.796117544E-01,-8.813627064E-02,4.871912673E-02,2.836243436E-02,-2.000640891E-02
1.200971961E+00,4.388527572E-02,4.481661022E-01,-8.119797707E-02,4.742815718E-02,2.970814891E-02,-2.060197107E-02
1.200971961E+00,3.911513835E-02,4.145737290E-01,-7.648210973E-02,4.367527738E-02,2.984535322E-02,-2.112189867E-02
1.200971961E+00,3.434500098E-02,3.837355971E-01,-7.178280503E-02,4.155274853E-02,2.846455202E-02,-2.025655471E-02
1.200971961E+00,2.957486175E-02,3.534915745E-01,-6.503615528E-02,3.833109885E-02,2.735772543E-02,-1.808040217E-02
1.200971961E+00,2.480472066E-02,3.232248724E-01,-5.760713667E-02,3.355545923E-02,2.558347397E-02,-1.516068261E-02
1.200971961E+00,2.003458329E-02,2.928625047E-01,-4.267994314E-02,3.069361672E-02,2.248256281E-02,-1.215133723E-02
1.200971961E+00,1.526444498E-02,2.686727047E-01,-3.254826739E-02,2.899164893E-02,1.895180158E-02,-8.945573121E-03
1.200971961E+00,1.049430668E-02,2.508267760E-01,-2.376101166E-02,2.664958499E-02,1.334520709E-02,-6.017532200E-03
1.200971961E+00,5.724166520E-03,2.271409184E-01,-1.553647406E-02,2.604968846E-02,7.517257705E-03,-3.612534609E-03
